symbol,systematic_name,nutrient,rate,expression,bp,mf
KTR3,YBR205W,Uracil,0.05,-1.08,cell wall organization and biogenesis*,mannosyltransferase activity
DBP8,YHR169W,Uracil,0.05,-1.03,35S primary transcript processing,ATP-dependent RNA helicase activity
TEF4,YKL081W,Uracil,0.05,-1.62,translational elongation,translation elongation factor activity
MID1,YNL291C,Uracil,0.05,-1.22,calcium ion transport,calcium channel activity*
PMT5,YDL093W,Uracil,0.05,-1.08,protein amino acid O-linked glycosylation,dolichyl-phosphate-mannose-protein mannosyltransferase activity
DNF2,YDR093W,Uracil,0.05,-1.76,endocytosis*,phospholipid-translocating ATPase activity
NA,YLR063W,Uracil,0.05,-0.54,biological process unknown,molecular function unknown
CDC50,YCR094W,Uracil,0.05,-1.15,regulation of transcription*,transcription regulator activity
CNE1,YAL058W,Uracil,0.05,-0.53,protein folding*,unfolded protein binding
SAT4,YCR008W,Uracil,0.05,-0.52,G1/S transition of mitotic cell cycle*,protein kinase activity
NA,YNR048W,Uracil,0.05,-1.16,biological process unknown,transcription regulator activity
NA,YPL207W,Uracil,0.05,-1.6,biological process unknown,molecular function unknown
NA,YHR182W,Uracil,0.05,-0.94,biological process unknown,molecular function unknown
OSM1,YJR051W,Uracil,0.05,-0.93,metabolism,fumarate reductase (NADH) activity
RFC1,YOR217W,Uracil,0.05,-0.82,DNA repair*,purine nucleotide binding
ROK1,YGL171W,Uracil,0.05,-1.35,35S primary transcript processing,ATPase activity*
STT4,YLR305C,Uracil,0.05,-0.65,actin cytoskeleton organization and biogenesis*,1-phosphatidylinositol 4-kinase activity
SCS7,YMR272C,Uracil,0.05,-2.51,fatty acid metabolism,oxidoreductase activity
ICE2,YIL090W,Uracil,0.05,-1.82,ER organization and biogenesis,molecular function unknown
BST1,YFL025C,Uracil,0.05,-1.33,ER to Golgi transport*,carboxylic ester hydrolase activity
MKT1,YNL085W,Uracil,0.05,-1.87,viral life cycle,nuclease activity
FKS1,YLR342W,Uracil,0.05,-2.33,cell wall organization and biogenesis*,"1,3-beta-glucan synthase activity"
CDC6,YJL194W,Uracil,0.05,-1.73,pre-replicative complex formation and maintenance,protein binding*
NA,YGL139W,Uracil,0.05,-2.18,biological process unknown,molecular function unknown
RTS1,YOR014W,Uracil,0.05,-1.32,protein biosynthesis*,protein phosphatase type 2A activity
NIP1,YMR309C,Uracil,0.05,-1.67,translational initiation,translation initiation factor activity
RRP12,YPL012W,Uracil,0.05,-1.66,processing of 20S pre-rRNA*,molecular function unknown
RPA190,YOR341W,Uracil,0.05,-1.61,transcription from RNA polymerase I promoter,DNA-directed RNA polymerase activity
CHK1,YBR274W,Uracil,0.05,-1.66,protein amino acid phosphorylation*,protein kinase activity
MTR4,YJL050W,Uracil,0.05,-1.25,35S primary transcript processing*,ATP-dependent RNA helicase activity
HO,YDL227C,Uracil,0.05,-3.2,mating type switching*,endonuclease activity
NA,YPR090W,Uracil,0.05,-1.51,NA,NA
NA,YIL091C,Uracil,0.05,-1.64,biological process unknown,RNA helicase activity
SFH1,YLR321C,Uracil,0.05,-0.8,chromatin remodeling,protein binding
NA,YFR038W,Uracil,0.05,-0.84,biological process unknown,helicase activity
LTV1,YKL143W,Uracil,0.05,-1.25,response to osmotic stress*,molecular function unknown
EBP2,YKL172W,Uracil,0.05,-1.25,rRNA processing,molecular function unknown
MAK16,YAL025C,Uracil,0.05,-0.69,ribosomal large subunit biogenesis,molecular function unknown
GPI12,YMR281W,Uracil,0.05,-0.39,GPI anchor biosynthesis,N-acetylglucosaminylphosphatidylinositol deacetylase activity
RPL34A,YER056C-A,Uracil,0.05,-0.48,protein biosynthesis,structural constituent of ribosome
ADE12,YNL220W,Uracil,0.05,-1.95,purine nucleotide biosynthesis*,adenylosuccinate synthase activity
VPS9,YML097C,Uracil,0.05,-1.17,protein-vacuolar targeting,guanyl-nucleotide exchange factor activity
NA,YMR321C,Uracil,0.05,-2.67,biological process unknown,molecular function unknown
SAM4,YPL273W,Uracil,0.05,-3.02,sulfur amino acid metabolism,homocysteine S-methyltransferase activity
RIB3,YDR487C,Uracil,0.05,-0.99,aerobic respiration*,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity"
ATR1,YML116W,Uracil,0.05,-2.94,multidrug transport,multidrug efflux pump activity
ERV1,YGR029W,Uracil,0.05,-0.75,mitochondrion organization and biogenesis*,thiol oxidase activity
ARO4,YBR249C,Uracil,0.05,-2.72,aromatic amino acid family biosynthesis,3-deoxy-7-phosphoheptulonate synthase activity
ADH5,YBR145W,Uracil,0.05,-3.39,alcohol metabolism,alcohol dehydrogenase activity
NA,YDR341C,Uracil,0.05,-2.07,protein biosynthesis,arginine-tRNA ligase activity
TYS1,YGR185C,Uracil,0.05,-2.38,tyrosyl-tRNA aminoacylation,tyrosine-tRNA ligase activity
GYP6,YJL044C,Uracil,0.05,-1.36,intracellular protein transport,GTPase activator activity
ALG9,YNL219C,Uracil,0.05,-1.28,protein amino acid glycosylation*,mannosyltransferase activity
NA,YLR073C,Uracil,0.05,-1.88,biological process unknown,molecular function unknown
UBP1,YDL122W,Uracil,0.05,-1.09,protein deubiquitination,ubiquitin-specific protease activity
RRP3,YHR065C,Uracil,0.05,-0.71,35S primary transcript processing,ATP-dependent RNA helicase activity
NOP6,YDL213C,Uracil,0.05,-1.02,rRNA processing*,molecular function unknown
NA,YDR161W,Uracil,0.05,-0.5,biological process unknown,molecular function unknown
LHP1,YDL051W,Uracil,0.05,-0.66,tRNA processing,RNA binding
AIR1,YIL079C,Uracil,0.05,-1.06,mRNA-nucleus export*,molecular function unknown
RRB1,YMR131C,Uracil,0.05,-0.65,ribosome biogenesis,molecular function unknown
RGD2,YFL047W,Uracil,0.05,-0.53,small GTPase mediated signal transduction,Rho GTPase activator activity
KTR5,YNL029C,Uracil,0.05,-0.31,cell wall organization and biogenesis*,mannosyltransferase activity
SLC1,YDL052C,Uracil,0.05,-0.65,sphingolipid biosynthesis,1-acylglycerol-3-phosphate O-acyltransferase activity
NA,YLR413W,Uracil,0.05,-0.8,biological process unknown,molecular function unknown
APL6,YGR261C,Uracil,0.05,-0.34,vesicle-mediated transport*,molecular function unknown
NA,YML125C,Uracil,0.05,-0.72,biological process unknown,molecular function unknown
NRP1,YDL167C,Uracil,0.05,-0.19,biological process unknown,molecular function unknown
SEC22,YLR268W,Uracil,0.05,-0.1,ER to Golgi transport*,v-SNARE activity
NA,YMR010W,Uracil,0.05,-0.8,metabolism,molecular function unknown
DUT1,YBR252W,Uracil,0.05,-1.26,pyrimidine deoxyribonucleoside triphosphate catabolism,dUTP diphosphatase activity
GCD7,YLR291C,Uracil,0.05,-0.59,translational initiation,translation initiation factor activity*
NA,YBR246W,Uracil,0.05,-0.58,biological process unknown,molecular function unknown
GRC3,YLL035W,Uracil,0.05,-0.92,rRNA processing,molecular function unknown
NOP4,YPL043W,Uracil,0.05,-1.31,rRNA processing,RNA binding
RRP5,YMR229C,Uracil,0.05,-1.12,rRNA processing*,RNA binding*
MGE1,YOR232W,Uracil,0.05,-2.6,mitochondrial matrix protein import,unfolded protein binding
EFR3,YMR212C,Uracil,0.05,-1.46,cellular morphogenesis,molecular function unknown
NA,YIL158W,Uracil,0.05,-1.28,biological process unknown,molecular function unknown
SHQ1,YIL104C,Uracil,0.05,-0.95,snoRNA metabolism,molecular function unknown
TRM7,YBR061C,Uracil,0.05,-1.38,protein biosynthesis*,tRNA methyltransferase activity
IMP3,YHR148W,Uracil,0.05,-1.58,rRNA modification*,snoRNA binding
SRP102,YKL154W,Uracil,0.05,-2.03,protein-ER targeting*,GTPase activity*
RPA34,YJL148W,Uracil,0.05,-1.9,transcription from RNA polymerase I promoter,DNA-directed RNA polymerase activity
RRP8,YDR083W,Uracil,0.05,-1.78,rRNA processing,methyltransferase activity
NA,YDL063C,Uracil,0.05,-1.66,biological process unknown,molecular function unknown
RLP24,YLR009W,Uracil,0.05,-1.53,ribosomal large subunit biogenesis,molecular function unknown
RPA43,YOR340C,Uracil,0.05,-1.96,transcription from RNA polymerase I promoter,DNA-directed RNA polymerase activity
GCD10,YNL062C,Uracil,0.05,-1.59,translational initiation*,tRNA binding*
RPA49,YNL248C,Uracil,0.05,-2.23,transcription from RNA polymerase I promoter,DNA-directed RNA polymerase activity
UTP8,YGR128C,Uracil,0.05,-1.78,processing of 20S pre-rRNA,snoRNA binding
UTP4,YDR324C,Uracil,0.05,-1.95,processing of 20S pre-rRNA,snoRNA binding
PUF6,YDR496C,Uracil,0.05,-1.97,"regulation of transcription, mating-type specific",specific transcriptional repressor activity
NOC2,YOR206W,Uracil,0.05,-1.95,ribosome assembly*,molecular function unknown
NAN1,YPL126W,Uracil,0.05,-1.57,processing of 20S pre-rRNA,snoRNA binding
REX4,YOL080C,Uracil,0.05,-1.84,rRNA processing*,3'-5' exonuclease activity
NOP14,YDL148C,Uracil,0.05,-1.8,processing of 20S pre-rRNA,snoRNA binding
DIP2,YLR129W,Uracil,0.05,-1.51,processing of 20S pre-rRNA,snoRNA binding
SEC63,YOR254C,Uracil,0.05,-1.83,posttranslational protein-membrane targeting*,protein transporter activity
SES1,YDR023W,Uracil,0.05,-1.84,seryl-tRNA aminoacylation,serine-tRNA ligase activity
YEH2,YLR020C,Uracil,0.05,-1.82,cell wall mannoprotein biosynthesis*,sterol esterase activity
MTR3,YGR158C,Uracil,0.05,-1.34,35S primary transcript processing*,3'-5'-exoribonuclease activity
NA,YER113C,Uracil,0.05,-1.17,biological process unknown,molecular function unknown
SUR4,YLR372W,Uracil,0.05,-3.08,sphingolipid biosynthesis*,fatty acid elongase activity
NA,YNR021W,Uracil,0.05,-2.23,biological process unknown,molecular function unknown
NA,YOL003C,Uracil,0.05,-1.58,biological process unknown,molecular function unknown
NA,YEL001C,Uracil,0.05,-1.94,biological process unknown,molecular function unknown
AUR1,YKL004W,Uracil,0.05,-2.41,sphingolipid metabolism,inositol phosphoceramide synthase activity
ALG7,YBR243C,Uracil,0.05,-2.01,protein amino acid N-linked glycosylation,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity
NA,YHR045W,Uracil,0.05,-2.09,biological process unknown,molecular function unknown
GPI14,YJR013W,Uracil,0.05,-1.54,GPI anchor biosynthesis,mannosyltransferase activity
UTP6,YDR449C,Uracil,0.05,-2.5,processing of 20S pre-rRNA,snoRNA binding
RPF2,YKR081C,Uracil,0.05,-1.89,ribosomal large subunit assembly and maintenance*,rRNA binding*
BRX1,YOL077C,Uracil,0.05,-1.92,ribosomal large subunit assembly and maintenance,rRNA primary transcript binding*
NA,YDR412W,Uracil,0.05,-1.12,rRNA processing,molecular function unknown
UTP14,YML093W,Uracil,0.05,-1.39,processing of 20S pre-rRNA,snoRNA binding
ELP3,YPL086C,Uracil,0.05,-1.08,regulation of transcription from RNA polymerase II promoter,RNA polymerase II transcription elongation factor activity*
MRT4,YKL009W,Uracil,0.05,-1.62,rRNA processing*,molecular function unknown
PUS7,YOR243C,Uracil,0.05,-1.62,tRNA modification*,pseudouridine synthase activity
MAK5,YBR142W,Uracil,0.05,-1.1,rRNA processing*,ATP-dependent RNA helicase activity
REX2,YLR059C,Uracil,0.05,-0.97,RNA processing,3'-5' exonuclease activity
SHO1,YER118C,Uracil,0.05,-1.01,pseudohyphal growth*,osmosensor activity
ERD1,YDR414C,Uracil,0.05,-1.17,protein retention in ER,molecular function unknown
HMT1,YBR034C,Uracil,0.05,-0.65,mRNA-nucleus export*,protein-arginine N-methyltransferase activity
NA,YMR310C,Uracil,0.05,-0.93,biological process unknown,molecular function unknown
KRE33,YNL132W,Uracil,0.05,-0.58,biological process unknown,molecular function unknown
ERB1,YMR049C,Uracil,0.05,-1.44,rRNA processing,molecular function unknown
URA7,YBL039C,Uracil,0.05,-1.48,phospholipid biosynthesis*,CTP synthase activity
HAS1,YMR290C,Uracil,0.05,-1.44,rRNA processing,RNA binding*
MKC7,YDR144C,Uracil,0.05,-1.64,proteolysis and peptidolysis,aspartic-type signal peptidase activity
GSP1,YLR293C,Uracil,0.05,-1.38,rRNA processing*,GTPase activity
NOC4,YPR144C,Uracil,0.05,-1.5,processing of 20S pre-rRNA*,snoRNA binding
PRP43,YGL120C,Uracil,0.05,-1.05,U2-type spliceosome dissembly,"RNA splicing factor activity, transesterification mechanism*"
PWP2,YCR057C,Uracil,0.05,-1.34,35S primary transcript processing*,snoRNA binding
RPA135,YPR010C,Uracil,0.05,-1.52,transcription from RNA polymerase I promoter,DNA-directed RNA polymerase activity
UTP5,YDR398W,Uracil,0.05,-1.17,processing of 20S pre-rRNA,snoRNA binding
YTM1,YOR272W,Uracil,0.05,-1.64,ribosomal large subunit biogenesis*,molecular function unknown
ENP1,YBR247C,Uracil,0.05,-1.26,rRNA processing*,snoRNA binding
GDA1,YEL042W,Uracil,0.05,-2.21,protein amino acid glycosylation,guanosine-diphosphatase activity*
NA,YER156C,Uracil,0.05,-1.55,biological process unknown,molecular function unknown
NA,YNL058C,Uracil,0.05,-1.22,biological process unknown,molecular function unknown
MOB2,YFL034C-B,Uracil,0.05,-1.13,protein amino acid phosphorylation*,protein kinase activator activity
ELP6,YMR312W,Uracil,0.05,-1.67,regulation of transcription from RNA polymerase II promoter,RNA polymerase II transcription elongation factor activity
DBP3,YGL078C,Uracil,0.05,-0.91,35S primary transcript processing*,ATP-dependent RNA helicase activity
DIE2,YGR227W,Uracil,0.05,-1.33,protein amino acid N-linked glycosylation*,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
TRZ1,YKR079C,Uracil,0.05,-1.88,removal of tRNA 3'-trailer sequence,purine nucleotide binding*
DOT1,YDR440W,Uracil,0.05,-1.3,chromatin silencing at telomere*,protein-lysine N-methyltransferase activity
NA,YNL152W,Uracil,0.05,-0.77,biological process unknown,phospholipid binding
VTS1,YOR359W,Uracil,0.05,-1.38,protein-vacuolar targeting,RNA binding*
NA,YPL279C,Uracil,0.05,-1.72,biological process unknown,molecular function unknown
NA,YOR390W,Uracil,0.05,-1.66,biological process unknown,molecular function unknown
TRM82,YDR165W,Uracil,0.05,-2.15,tRNA methylation,protein binding*
RPL43B,YJR094W-A,Uracil,0.05,-0.86,protein biosynthesis,structural constituent of ribosome
RPS7B,YNL096C,Uracil,0.05,-0.65,protein biosynthesis,structural constituent of ribosome
MRPL39,YML009C,Uracil,0.05,-0.37,protein biosynthesis,structural constituent of ribosome
MRS5,YBR091C,Uracil,0.05,-0.36,mitochondrial inner membrane protein import,protein transporter activity
TOM7,YNL070W,Uracil,0.05,-0.58,mitochondrial matrix protein import*,protein transporter activity
RPS16A,YMR143W,Uracil,0.05,-0.72,protein biosynthesis,structural constituent of ribosome
RPL12A,YEL054C,Uracil,0.05,-0.43,protein biosynthesis*,structural constituent of ribosome
RPL6B,YLR448W,Uracil,0.05,-0.46,protein biosynthesis*,structural constituent of ribosome*
RPL22A,YLR061W,Uracil,0.05,-0.33,protein biosynthesis,structural constituent of ribosome
RPS26B,YER131W,Uracil,0.05,-0.44,protein biosynthesis,structural constituent of ribosome
RPL9A,YGL147C,Uracil,0.05,-0.75,protein biosynthesis,structural constituent of ribosome
RPS20,YHL015W,Uracil,0.05,-1.59,protein biosynthesis,structural constituent of ribosome
RPL22B,YFL034C-A,Uracil,0.05,-1.19,protein biosynthesis,structural constituent of ribosome
PKR1,YMR123W,Uracil,0.05,-0.9,biological process unknown,molecular function unknown
SEC13,YLR208W,Uracil,0.05,-0.73,ER to Golgi transport*,structural molecule activity
RPL24B,YGR148C,Uracil,0.05,-2.23,protein biosynthesis,structural constituent of ribosome*
RPL35B,YDL136W,Uracil,0.05,-1.97,protein biosynthesis,structural constituent of ribosome
RPL35A,YDL191W,Uracil,0.05,-1.92,protein biosynthesis,structural constituent of ribosome
RPL21B,YPL079W,Uracil,0.05,-1.62,protein biosynthesis,structural constituent of ribosome
UTP9,YHR196W,Uracil,0.05,-1.39,processing of 20S pre-rRNA,snoRNA binding
LOS1,YKL205W,Uracil,0.05,-0.84,tRNA-nucleus export*,tRNA binding*
RPS10B,YMR230W,Uracil,0.05,-1.39,protein biosynthesis,structural constituent of ribosome
RPS7A,YOR096W,Uracil,0.05,-0.84,protein biosynthesis,structural constituent of ribosome
RPL27A,YHR010W,Uracil,0.05,-1.27,protein biosynthesis,structural constituent of ribosome
RPL20B,YOR312C,Uracil,0.05,-0.98,protein biosynthesis,structural constituent of ribosome
RPS16B,YDL083C,Uracil,0.05,-0.76,protein biosynthesis,structural constituent of ribosome
RPL27B,YDR471W,Uracil,0.05,-1.1,protein biosynthesis,structural constituent of ribosome
SNU13,YEL026W,Uracil,0.05,-1.36,"nuclear mRNA splicing, via spliceosome*",RNA binding
RPS22B,YLR367W,Uracil,0.05,-1.44,protein biosynthesis,structural constituent of ribosome
RPL23A,YBL087C,Uracil,0.05,-1.61,protein biosynthesis,structural constituent of ribosome
RPL23B,YER117W,Uracil,0.05,-1.53,protein biosynthesis,structural constituent of ribosome
RPL36A,YMR194W,Uracil,0.05,-1.77,protein biosynthesis,structural constituent of ribosome*
EGD1,YPL037C,Uracil,0.05,-1.26,nascent polypeptide association,unfolded protein binding
RPL38,YLR325C,Uracil,0.05,-1.94,protein biosynthesis,structural constituent of ribosome
RPL24A,YGL031C,Uracil,0.05,-2.83,protein biosynthesis,structural constituent of ribosome*
SIK1,YLR197W,Uracil,0.05,-2.34,rRNA modification*,molecular function unknown
RPL31B,YLR406C,Uracil,0.05,-2.57,protein biosynthesis,structural constituent of ribosome
RPL31A,YDL075W,Uracil,0.05,-2.09,protein biosynthesis,structural constituent of ribosome
RPS28A,YOR167C,Uracil,0.05,-2.31,protein biosynthesis,structural constituent of ribosome
RPS28B,YLR264W,Uracil,0.05,-2.55,protein biosynthesis,structural constituent of ribosome
RPS18B,YML026C,Uracil,0.05,-2.63,protein biosynthesis,structural constituent of ribosome
RPS18A,YDR450W,Uracil,0.05,-2.96,protein biosynthesis,structural constituent of ribosome
RPS9A,YPL081W,Uracil,0.05,-1.85,protein biosynthesis*,structural constituent of ribosome
SKI6,YGR195W,Uracil,0.05,-0.81,35S primary transcript processing*,3'-5'-exoribonuclease activity
NOP13,YNL175C,Uracil,0.05,-0.78,biological process unknown,RNA binding
IMD4,YML056C,Uracil,0.05,-2.44,biological process unknown,IMP dehydrogenase activity
RBG2,YGR173W,Uracil,0.05,-1.2,biological process unknown,GTP binding
EMG1,YLR186W,Uracil,0.05,-1.09,35S primary transcript processing*,snoRNA binding
DYS1,YHR068W,Uracil,0.05,-1.8,hypusine biosynthesis from peptidyl-lysine,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
GAR1,YHR089C,Uracil,0.05,-1.5,rRNA modification*,RNA binding
CBF5,YLR175W,Uracil,0.05,-1.42,rRNA modification*,pseudouridylate synthase activity
UTP15,YMR093W,Uracil,0.05,-1.44,processing of 20S pre-rRNA,snoRNA binding
CTP1,YBR291C,Uracil,0.05,-2.1,mitochondrial citrate transport,tricarboxylate carrier activity
RPL19A,YBR084C-A,Uracil,0.05,-1.71,protein biosynthesis,structural constituent of ribosome
RPL19B,YBL027W,Uracil,0.05,-2.32,protein biosynthesis,structural constituent of ribosome
MRS11,YHR005C-A,Uracil,0.05,-2.42,mitochondrial inner membrane protein import,unfolded protein binding*
TOM22,YNL131W,Uracil,0.05,-1.78,mitochondrial matrix protein import,protein transporter activity
RPS15,YOL040C,Uracil,0.05,-1.07,protein biosynthesis*,structural constituent of ribosome
RPS4B,YHR203C,Uracil,0.05,-1.53,protein biosynthesis,structural constituent of ribosome
RPS4A,YJR145C,Uracil,0.05,-1.73,protein biosynthesis*,structural constituent of ribosome
RPP1A,YDL081C,Uracil,0.05,-2.16,translational elongation*,structural constituent of ribosome
TOM6,YOR045W,Uracil,0.05,-1.43,mitochondrial matrix protein import,protein transporter activity
RPL11A,YPR102C,Uracil,0.05,-2.08,protein biosynthesis*,structural constituent of ribosome
RPL11B,YGR085C,Uracil,0.05,-2.54,protein biosynthesis*,structural constituent of ribosome
RPS8B,YER102W,Uracil,0.05,-2.37,protein biosynthesis,structural constituent of ribosome
RPS9B,YBR189W,Uracil,0.05,-2.01,protein biosynthesis*,structural constituent of ribosome
RPL13A,YDL082W,Uracil,0.05,-1.55,protein biosynthesis,structural constituent of ribosome
RPS14A,YCR031C,Uracil,0.05,-2.51,protein biosynthesis*,structural constituent of ribosome*
RPL18A,YOL120C,Uracil,0.05,-2.41,protein biosynthesis,structural constituent of ribosome
RCL1,YOL010W,Uracil,0.05,-1.46,rRNA processing,molecular function unknown*
RPL7A,YGL076C,Uracil,0.05,-3.17,protein biosynthesis,structural constituent of ribosome
NOP58,YOR310C,Uracil,0.05,-2.45,rRNA modification*,molecular function unknown
RPS11A,YDR025W,Uracil,0.05,-2,protein biosynthesis*,structural constituent of ribosome
RPS11B,YBR048W,Uracil,0.05,-2.1,protein biosynthesis*,structural constituent of ribosome
DPH1,YIL103W,Uracil,0.05,-1.87,peptidyl-diphthamide biosynthesis from peptidyl-histidine,molecular function unknown
TRM11,YOL124C,Uracil,0.05,-2.3,tRNA methylation,RNA binding*
NMD3,YHR170W,Uracil,0.05,-1.76,ribosomal large subunit assembly and maintenance*,protein binding*
RPL20A,YMR242C,Uracil,0.05,-2.36,protein biosynthesis,structural constituent of ribosome
RPL26A,YLR344W,Uracil,0.05,-1.98,protein biosynthesis,structural constituent of ribosome*
RPL14B,YHL001W,Uracil,0.05,-1.1,protein biosynthesis,structural constituent of ribosome*
RPL14A,YKL006W,Uracil,0.05,-1.02,protein biosynthesis,structural constituent of ribosome*
RPP2A,YOL039W,Uracil,0.05,-2.05,translational elongation*,structural constituent of ribosome
RPP1B,YDL130W,Uracil,0.05,-2.02,translational elongation*,structural constituent of ribosome
PPT1,YGR123C,Uracil,0.05,-1.43,protein amino acid dephosphorylation,protein serine/threonine phosphatase activity
NA,YPL183C,Uracil,0.05,-0.9,biological process unknown,molecular function unknown
SPE4,YLR146C,Uracil,0.05,-1.63,pantothenate biosynthesis*,spermine synthase activity
RPL26B,YGR034W,Uracil,0.05,-1.33,protein biosynthesis,structural constituent of ribosome*
FPR2,YDR519W,Uracil,0.05,-1.44,biological process unknown,peptidyl-prolyl cis-trans isomerase activity
RPS8A,YBL072C,Uracil,0.05,-3.01,protein biosynthesis,structural constituent of ribosome
RPC40,YPR110C,Uracil,0.05,-1.23,transcription from RNA polymerase I promoter*,DNA-directed RNA polymerase activity
ERP1,YAR002C-A,Uracil,0.05,-1.68,ER to Golgi transport,molecular function unknown
MDM39,YGL020C,Uracil,0.05,-1.75,mitochondrion organization and biogenesis,molecular function unknown
SHR3,YDL212W,Uracil,0.05,-1.18,ER to Golgi transport*,unfolded protein binding
SHE2,YKL130C,Uracil,0.05,-0.72,intracellular mRNA localization,mRNA binding
RSM27,YGR215W,Uracil,0.05,-1.13,protein biosynthesis,structural constituent of ribosome
MRPL33,YMR286W,Uracil,0.05,-0.88,protein biosynthesis,structural constituent of ribosome
ERG28,YER044C,Uracil,0.05,-1.08,ergosterol biosynthesis,"protein binding, bridging"
NA,YOR309C,Uracil,0.05,-0.44,NA,NA
EMP47,YFL048C,Uracil,0.05,-1.81,ER to Golgi transport,molecular function unknown
NA,YDR084C,Uracil,0.05,-1,biological process unknown,molecular function unknown
ORM1,YGR038W,Uracil,0.05,-1.72,response to unfolded protein,molecular function unknown
NA,YDR100W,Uracil,0.05,-1.49,biological process unknown,molecular function unknown
YIP1,YGR172C,Uracil,0.05,-1.3,ER to Golgi transport*,molecular function unknown
NA,YJL097W,Uracil,0.05,-1.38,biological process unknown,molecular function unknown
FEN1,YCR034W,Uracil,0.05,-1.24,vesicle-mediated transport*,fatty acid elongase activity
EPT1,YHR123W,Uracil,0.05,-1.75,phosphatidylethanolamine biosynthesis,ethanolaminephosphotransferase activity
CAX4,YGR036C,Uracil,0.05,-0.97,protein amino acid N-linked glycosylation*,pyrophosphatase activity
CDS1,YBR029C,Uracil,0.05,-2.11,phosphatidylglycerol biosynthesis*,phosphatidate cytidylyltransferase activity
GAB1,YLR459W,Uracil,0.05,-2.63,attachment of GPI anchor to protein,GPI-anchor transamidase activity
ALG6,YOR002W,Uracil,0.05,-2.96,protein amino acid glycosylation*,"transferase activity, transferring hexosyl groups"
TSC13,YDL015C,Uracil,0.05,-2.71,very-long-chain fatty acid metabolism,oxidoreductase activity
ZRC1,YMR243C,Uracil,0.05,-2.34,zinc ion homeostasis*,"di-, tri-valent inorganic cation transporter activity*"
NA,YJR124C,Uracil,0.05,-1.83,biological process unknown,molecular function unknown
LAS21,YJL062W,Uracil,0.05,-1.6,GPI anchor biosynthesis,transferase activity
NA,YJL193W,Uracil,0.05,-2.71,biological process unknown,molecular function unknown
ALG8,YOR067C,Uracil,0.05,-2.8,protein amino acid N-linked glycosylation*,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
NA,YHR133C,Uracil,0.05,-2.66,biological process unknown,molecular function unknown
WRS1,YOL097C,Uracil,0.05,-2.7,tryptophanyl-tRNA aminoacylation,tryptophan-tRNA ligase activity
NOP1,YDL014W,Uracil,0.05,-2.79,rRNA modification*,methyltransferase activity
RPC31,YNL151C,Uracil,0.05,-1.72,transcription from RNA polymerase III promoter,DNA-directed RNA polymerase activity
RPL8A,YHL033C,Uracil,0.05,-1.29,protein biosynthesis,structural constituent of ribosome
RPL2A,YFR031C-A,Uracil,0.05,-0.87,protein biosynthesis,structural constituent of ribosome
RPL2B,YIL018W,Uracil,0.05,-1.11,protein biosynthesis,structural constituent of ribosome
ASP1,YDR321W,Uracil,0.05,-1.26,asparagine catabolism,asparaginase activity
RPS14B,YJL191W,Uracil,0.05,-1.93,protein biosynthesis*,structural constituent of ribosome*
NA,YOL098C,Uracil,0.05,-1.53,proteolysis and peptidolysis,metalloendopeptidase activity
IMD1,YAR073W,Uracil,0.05,-3.69,biological process unknown,molecular function unknown*
ADE13,YLR359W,Uracil,0.05,-1.66,'de novo' IMP biosynthesis*,adenylosuccinate lyase activity
TOM71,YHR117W,Uracil,0.05,-1.12,biological process unknown,protein transporter activity
COG1,YGL223C,Uracil,0.05,-1.4,intra-Golgi transport*,molecular function unknown
PRO1,YDR300C,Uracil,0.05,-1.47,proline biosynthesis,glutamate 5-kinase activity
HUT1,YPL244C,Uracil,0.05,-1.01,UDP-galactose transport,UDP-galactose transporter activity
RPA14,YDR156W,Uracil,0.05,-1.11,transcription from RNA polymerase I promoter,DNA-directed RNA polymerase activity
YVH1,YIR026C,Uracil,0.05,-0.93,sporulation (sensu Fungi)*,protein tyrosine phosphatase activity
NA,YIL157C,Uracil,0.05,-1.11,biological process unknown,molecular function unknown
ADE8,YDR408C,Uracil,0.05,-1.23,'de novo' IMP biosynthesis*,phosphoribosylglycinamide formyltransferase activity
HIP1,YGR191W,Uracil,0.05,-0.9,manganese ion transport*,L-histidine transporter activity
MID2,YLR332W,Uracil,0.05,-1.28,cell wall organization and biogenesis*,transmembrane receptor activity
NA,YPL098C,Uracil,0.05,-0.8,biological process unknown,molecular function unknown
FSH2,YMR222C,Uracil,0.05,-0.72,biological process unknown,serine hydrolase activity
NA,YPR063C,Uracil,0.05,-0.66,biological process unknown,molecular function unknown
UBC4,YBR082C,Uracil,0.05,-1.29,response to stress*,ubiquitin conjugating enzyme activity
BUD32,YGR262C,Uracil,0.05,-0.7,protein amino acid phosphorylation*,protein serine/threonine kinase activity
UTR2,YEL040W,Uracil,0.05,-1.76,cell wall organization and biogenesis,molecular function unknown
DUS4,YLR405W,Uracil,0.05,-0.65,tRNA modification,tRNA dihydrouridine synthase activity
RPS1B,YML063W,Uracil,0.05,-1.15,protein biosynthesis,structural constituent of ribosome
